,text,phonetics,pronounciation_guide_hr,segmented_text,n_syl_mismatches,n_stress_inconsistencies,used_method_for_syl_text,phonetics_alt,n_alternatives
118,Jeanne was turning the bow shoreward.,JH_IY1_N W_AA1_Z T_ER1|N_IH0_NG DH_AH0 B_AW1 SH_AO1_R|W_ER0_D,djeen woz tuhr|ning thuh bau shawr|wuhrd,Jeanne was turn|ing the bow shore|ward,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['JH_IY1_N'], ['W_AA1_Z', 'W_AH0_Z'], ['T_ER1|N_IH0_NG'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['B_AW1', 'B_OW1'], ['SH_AO1_R|W_ER0_D']]","[1, 2, 1, 3, 2, 1]"
119,My right foot feels like that of a Chinese debutante.,M_AY1 R_AY1_T F_UH1_T F_IY1_L_Z L_AY1_K DH_AE1_T AH1_V AH0 CH_AY0|N_IY1_Z D_EH1|B_Y_AH0|T_AA1_N_T,may rayt fut feelz layk that uhv uh chay|neez de|byuh|tont,My right foot feels like that of a Chin|ese deb|u|tante,[],[9],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset']","[['M_AY1'], ['R_AY1_T'], ['F_UH1_T'], ['F_IY1_L_Z'], ['L_AY1_K'], ['DH_AE1_T', 'DH_AH0_T'], ['AH1_V'], ['AH0', 'EY1'], ['CH_AY0|N_IY1_Z'], ['D_EH1|B_Y_AH0|T_AA1_N_T']]","[1, 1, 1, 1, 1, 2, 1, 2, 1, 1]"
120,"They ate dinner at the fifth, and rested for two hours.",DH_EY1 EY1_T D_IH1|N_ER0 AE1_T DH_AH0 F_IH1_F_TH AH0_N_D R_EH1_S|T_IH0_D F_AO1_R T_UW1 AW1_R_Z,they eyt di|nuhr at thuh fifth uhnd res|tid fawr too aurz,They ate din|ner at the fifth and res|ted for two hours,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['DH_EY1'], ['EY1_T'], ['D_IH1|N_ER0'], ['AE1_T'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['F_IH1_F_TH', 'F_IH1_TH'], ['AH0_N_D', 'AE1_N_D'], ['R_EH1_S|T_IH0_D', 'R_EH1_S|T_IH0_D'], ['F_AO1_R', 'F_ER0', 'F_R_ER0'], ['T_UW1'], ['AW1|ER0_Z', 'AW1_R_Z']]","[1, 1, 1, 1, 3, 2, 2, 2, 3, 1, 2]"
121,Two years ago I gave up civilization for this.,T_UW1 Y_IH1_R_Z AH0|G_OW1 AY1 G_EY1_V AH1_P S_IH2|V_AH0|L_IH0|Z_EY1|SH_AH0_N F_AO1_R DH_IH1_S,too yirz uh|gow ay geyv uhp si|vuh|li|zey|shuhn fawr this,Two years a|go I gave up civ|i|li|za|tion for this,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['T_UW1'], ['Y_IH1_R_Z', 'Y_ER0_Z'], ['AH0|G_OW1'], ['AY1'], ['G_EY1_V'], ['AH1_P'], ['S_IH2|V_AH0|L_IH0|Z_EY1|SH_AH0_N'], ['F_AO1_R', 'F_ER0', 'F_R_ER0'], ['DH_IH1_S', 'DH_IH0_S']]","[1, 2, 1, 1, 1, 1, 1, 3, 2]"
122,She had died from cold and starvation.,SH_IY1 HH_AE1_D D_AY1_D F_R_AH1_M K_OW1_L_D AH0_N_D S_T_AA0_R|V_EY1|SH_AH0_N,shee had dayd fruhm kowld uhnd stor|vey|shuhn,She had died from cold and star|va|tion,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['SH_IY1'], ['HH_AE1_D'], ['D_AY1_D'], ['F_R_AH1_M'], ['K_OW1_L_D'], ['AH0_N_D', 'AE1_N_D'], ['S_T_AA0_R|V_EY1|SH_AH0_N']]","[1, 1, 1, 1, 1, 2, 1]"
123,It was Jeanne singing softly over beyond the rocks.,IH1_T W_AA1_Z JH_IY1_N S_IH1|NG_IH0_NG S_AO1_F|T_L_IY0 OW1|V_ER0 B_IH0|AA1_N_D DH_AH0 R_AA1_K_S,it woz djeen si|nging sawf|tlee ow|vuhr bi|ond thuh roks,It was Jeanne sing|ing soft|ly o|ver be|yond the rocks,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['IH1_T', 'IH0_T'], ['W_AA1_Z', 'W_AH0_Z'], ['JH_IY1_N'], ['S_IH1|NG_IH0_NG'], ['S_AO1_F|T_L_IY0', 'S_AO1|F_L_IY0'], ['OW1|V_ER0'], ['B_IH0|AA1_N_D', 'B_IY2|AO1_N_D', 'B_IH0|AO1_N_D'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['R_AA1_K_S']]","[2, 2, 1, 1, 2, 1, 3, 3, 1]"
124,He was determined now to maintain a more certain hold upon himself.,HH_IY1 W_AA1_Z D_IH0|T_ER1|M_AH0_N_D N_AW1 T_UW1 M_EY0_N|T_EY1_N AH0 M_AO1_R S_ER1|T_AH0_N HH_OW1_L_D AH0|P_AA1_N HH_IH0_M|S_EH1_L_F,hee woz di|tuhr|muhnd nau too meyn|teyn uh mawr suhr|tuhn howld uh|pon him|self,He was de|ter|mined now to main|tain a more cer|tain hold up|on him|self,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', 'dataset']","[['HH_IY1'], ['W_AA1_Z', 'W_AH0_Z'], ['D_IH0|T_ER1|M_AH0_N_D'], ['N_AW1'], ['T_UW1', 'T_IH0', 'T_AH0'], ['M_EY0_N|T_EY1_N'], ['AH0', 'EY1'], ['M_AO1_R'], ['S_ER1|T_AH0_N'], ['HH_OW1_L_D'], ['AH0|P_AA1_N'], ['HH_IH0_M|S_EH1_L_F']]","[1, 2, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1]"
125,Each day she became a more vital part of him.,IY1_CH D_EY1 SH_IY1 B_IH0|K_EY1_M AH0 M_AO1_R V_AY1|T_AH0_L P_AA1_R_T AH1_V HH_IH1_M,eech dey shee bi|keym uh mawr vay|tuhl port uhv him,Each day she be|came a more vi|tal part of him,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['IY1_CH'], ['D_EY1'], ['SH_IY1'], ['B_IH0|K_EY1_M', 'B_IY0|K_EY1_M'], ['AH0', 'EY1'], ['M_AO1_R'], ['V_AY1|T_AH0_L'], ['P_AA1_R_T'], ['AH1_V'], ['HH_IH1_M', 'IH0_M']]","[1, 1, 1, 2, 2, 1, 1, 1, 1, 2]"
126,"It was a temptation, but he resisted it.",IH1_T W_AA1_Z AH0 T_EH0_M|T_EY1|SH_AH0_N B_AH1_T HH_IY1 R_IH0|Z_IH1_S|T_IH0_D IH1_T,it woz uh tem|tey|shuhn buht hee ri|zis|tid it,It was a temp|ta|tion but he re|sis|ted it,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl']","[['IH1_T', 'IH0_T'], ['W_AA1_Z', 'W_AH0_Z'], ['AH0', 'EY1'], ['T_EH0_M|T_EY1|SH_AH0_N'], ['B_AH1_T'], ['HH_IY1'], ['R_IH0|Z_IH1_S|T_IH0_D', 'R_IY0|Z_IH1_S|T_IH0_D'], ['IH1_T', 'IH0_T']]","[2, 2, 2, 1, 1, 1, 2, 2]"
127,This one hope was destroyed as quickly as it was born.,DH_IH1_S W_AH1_N HH_OW1_P W_AA1_Z D_IH0_S|T_R_OY1_D AE1_Z K_W_IH1|K_L_IY0 AE1_Z IH1_T W_AA1_Z B_AO1_R_N,this wuhn howp woz dis|troyd az kwi|klee az it woz bawrn,This one hope was des|troyed as quick|ly as it was born,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['DH_IH1_S', 'DH_IH0_S'], ['W_AH1_N'], ['HH_OW1_P'], ['W_AA1_Z', 'W_AH0_Z'], ['D_IH0_S|T_R_OY1_D'], ['AE1_Z', 'EH1_Z'], ['K_W_IH1|K_L_IY0'], ['AE1_Z', 'EH1_Z'], ['IH1_T', 'IH0_T'], ['W_AA1_Z', 'W_AH0_Z'], ['B_AO1_R_N']]","[2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 1]"
128,Her face was against his breast.,HH_ER1 F_EY1_S W_AA1_Z AH0|G_EH1_N_S_T HH_IH1_Z B_R_EH1_S_T,huhr feys woz uh|genst hiz brest,Her face was a|gainst his breast,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['HH_ER1', 'HH_ER0'], ['F_EY1_S'], ['W_AA1_Z', 'W_AH0_Z'], ['AH0|G_EH1_N_S_T', 'AH0|G_EY1_N_S_T'], ['HH_IH1_Z', 'HH_IH0_Z'], ['B_R_EH1_S_T']]","[2, 1, 2, 2, 2, 1]"
129,"She was his now, forever.",SH_IY1 W_AA1_Z HH_IH1_Z N_AW1 F_ER0|EH1|V_ER0,shee woz hiz nau fuhr|e|vuhr,She was his now for|ev|er,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['SH_IY1'], ['W_AA1_Z', 'W_AH0_Z'], ['HH_IH1_Z', 'HH_IH0_Z'], ['N_AW1'], ['F_ER0|EH1|V_ER0']]","[1, 2, 2, 1, 1]"
130,Providence had delivered him through the maelstrom.,P_R_AA1|V_AH0|D_AH0_N_S HH_AE1_D D_IH0|L_IH1|V_ER0_D HH_IH1_M TH_R_UW1 DH_AH0 M_EY1_L_S|T_R_AH0_M,pro|vuh|duhns had di|li|vuhrd him throo thuh meyls|truhm,Prov|i|dence had de|li|vered him through the mael|strom,[],[],"['dataset', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['P_R_AA1|V_AH0|D_AH0_N_S'], ['HH_AE1_D'], ['D_IH0|L_IH1|V_ER0_D'], ['HH_IH1_M', 'IH0_M'], ['TH_R_UW1'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['M_EY1_L_S|T_R_AH0_M']]","[1, 1, 1, 2, 1, 3, 1]"
131,A cry of joy burst from Philip's lips.,EY1 K_R_AY1 AH1_V JH_OY1 B_ER1_S_T F_R_AH1_M F_IH1|L_AH0_P_S L_IH1_P_S,ey kray uhv djoy buhrst fruhm fi|luhps lips,A cry of joy burst from Phi|lip's lips,[],[],"['acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl']","[['EY1'], ['K_R_AY1'], ['AH1_V'], ['JH_OY1'], ['B_ER1_S_T'], ['F_R_AH1_M'], ['F_IH1|L_AH0_P_S', 'F_IH1|L_IH0_P_S'], ['L_IH1_P_S']]","[1, 1, 1, 1, 1, 1, 2, 1]"
132,Philip began to feel that he had foolishly overestimated his strength.,F_IH1|L_AH0_P B_IH0|G_AE1_N T_UW1 F_IY1_L DH_AE1_T HH_IY1 HH_AE1_D F_UW1|L_IH0|SH_L_IY0 OW2|V_ER0|EH1_S|T_AH0|M_EY2|T_IH0_D HH_IH1_Z S_T_R_EH1_NG_K_TH,fi|luhp bi|gan too feel that hee had foo|li|shlee ow|vuhr|es|tuh|mey|tid hiz strengkth,Phil|ip be|gan to feel that he had fool|ish|ly o|ver|es|ti|mat|ed his strength,[],[],"['dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['F_IH1|L_AH0_P', 'F_IH1|L_IH0_P'], ['B_IH0|G_AE1_N', 'B_IY0|G_AE1_N'], ['T_UW1', 'T_IH0', 'T_AH0'], ['F_IY1_L'], ['DH_AE1_T', 'DH_AH0_T'], ['HH_IY1'], ['HH_AE1_D'], ['F_UW1|L_IH0|SH_L_IY0'], ['OW2|V_ER0|EH1_S|T_AH0|M_EY2|T_IH0_D'], ['HH_IH1_Z', 'HH_IH0_Z'], ['S_T_R_EH1_NG_K_TH', 'S_T_R_EH1_NG_TH']]","[2, 2, 3, 1, 2, 1, 1, 1, 1, 2, 2]"
133,He obeyed the pressure of her hand.,HH_IY1 OW0|B_EY1_D DH_AH0 P_R_EH1|SH_ER0 AH1_V HH_ER1 HH_AE1_N_D,hee ow|beyd thuh pre|shuhr uhv huhr hand,He o|beyed the pres|sure of her hand,[],[],"['1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['HH_IY1'], ['OW0|B_EY1_D'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['P_R_EH1|SH_ER0'], ['AH1_V'], ['HH_ER1', 'HH_ER0'], ['HH_AE1_N_D']]","[1, 1, 3, 1, 1, 2, 1]"
134,"I am going to surprise father, and you will go with Pierre.",AY1 AE1_M G_OW1|IH0_NG T_UW1 S_ER0|P_R_AY1_Z F_AA1|DH_ER0 AH0_N_D Y_UW1 W_IH1_L G_OW1 W_IH1_DH P_IY0|EH1_R,ay am gow|ing too suhr|prayz fo|thuhr uhnd yoo wil gow with pee|er,I am go|ing to sur|prise fa|ther and you will go with Pierre,[11],[],"['acronym', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['AY1'], ['AE1_M', 'EY1|EH1_M'], ['G_OW1|IH0_NG', 'G_OW1|IH0_N'], ['T_UW1', 'T_IH0', 'T_AH0'], ['S_ER0|P_R_AY1_Z', 'S_AH0|P_R_AY1_Z'], ['F_AA1|DH_ER0'], ['AH0_N_D', 'AE1_N_D'], ['Y_UW1'], ['W_IH1_L', 'W_AH0_L'], ['G_OW1'], ['W_IH1_DH', 'W_IH1_TH', 'W_IH0_TH', 'W_IH0_DH'], ['P_IY0|EH1_R']]","[1, 2, 2, 3, 2, 1, 2, 1, 2, 1, 4, 1]"
135,"About him, everywhere, were the evidences of luxury and of age.",AH0|B_AW1_T HH_IH1_M EH1|V_R_IY0|W_EH2_R W_ER1 DH_AH0 EH1|V_AH0|D_AH0_N|S_IH0_Z AH1_V L_AH1|G_ZH_ER0|IY0 AH0_N_D AH1_V EY1_JH,uh|baut him e|vree|wer wuhr thuh e|vuh|duhn|siz uhv luh|gjuhr|ee uhnd uhv eydj,A|bout him eve|ry|where were the e|vi|den|ces of lux|u|ry and of age,[],[],"['dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['AH0|B_AW1_T'], ['HH_IH1_M', 'IH0_M'], ['EH1|V_R_IY0|W_EH2_R', 'EH1|V_R_IY0|HH_W_EH2_R'], ['W_ER1'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['EH1|V_AH0|D_AH0_N|S_IH0_Z'], ['AH1_V'], ['L_AH1|G_ZH_ER0|IY0'], ['AH0_N_D', 'AE1_N_D'], ['AH1_V'], ['EY1_JH']]","[1, 2, 2, 1, 3, 1, 1, 1, 2, 1, 1]"
136,Then he stepped back with a low cry of pleasure.,DH_EH1_N HH_IY1 S_T_EH1_P_T B_AE1_K W_IH1_DH AH0 L_OW1 K_R_AY1 AH1_V P_L_EH1|ZH_ER0,then hee stept bak with uh low kray uhv ple|juhr,Then he stepped back with a low cry of pleas|ure,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['DH_EH1_N'], ['HH_IY1'], ['S_T_EH1_P_T'], ['B_AE1_K'], ['W_IH1_DH', 'W_IH1_TH', 'W_IH0_TH', 'W_IH0_DH'], ['AH0', 'EY1'], ['L_OW1'], ['K_R_AY1'], ['AH1_V'], ['P_L_EH1|ZH_ER0']]","[1, 1, 1, 1, 4, 2, 1, 1, 1, 1]"
137,In the picture he saw each moment a greater resemblance to Jeanne.,IH0_N DH_AH0 P_IH1|K_CH_ER0 HH_IY1 S_AO1 IY1_CH M_OW1|M_AH0_N_T AH0 G_R_EY1|T_ER0 R_IH0|Z_EH1_M|B_L_AH0_N_S T_UW1 JH_IY1_N,in thuh pi|kchuhr hee saw eech mow|muhnt uh grey|tuhr ri|zem|bluhns too djeen,In the pic|ture he saw each mo|ment a great|er re|sem|blance to Jeanne,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['IH0_N', 'IH1_N'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['P_IH1|K_CH_ER0'], ['HH_IY1'], ['S_AO1'], ['IY1_CH'], ['M_OW1|M_AH0_N_T'], ['AH0', 'EY1'], ['G_R_EY1|T_ER0'], ['R_IH0|Z_EH1_M|B_L_AH0_N_S', 'R_IY0|Z_EH1_M|B_L_AH0_N_S'], ['T_UW1', 'T_IH0', 'T_AH0'], ['JH_IY1_N']]","[2, 3, 1, 1, 1, 1, 1, 2, 1, 2, 3, 1]"
138,He told himself that as he washed himself and groomed his disheveled clothes.,HH_IY1 T_OW1_L_D HH_IH0_M|S_EH1_L_F DH_AE1_T AE1_Z HH_IY1 W_AA1_SH_T HH_IH0_M|S_EH1_L_F AH0_N_D G_R_UW1_M_D HH_IH1_Z D_IH0|SH_EH1|V_AH0_L_D K_L_OW1_DH_Z,hee towld him|self that az hee wosht him|self uhnd groomd hiz di|she|vuhld klowthz,He told him|self that as he washed him|self and groomed his di|shev|eled clothes,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['HH_IY1'], ['T_OW1_L_D'], ['HH_IH0_M|S_EH1_L_F'], ['DH_AE1_T', 'DH_AH0_T'], ['AE1_Z', 'EH1_Z'], ['HH_IY1'], ['W_AA1_SH_T'], ['HH_IH0_M|S_EH1_L_F'], ['AH0_N_D', 'AE1_N_D'], ['G_R_UW1_M_D'], ['HH_IH1_Z', 'HH_IH0_Z'], ['D_IH0|SH_EH1|V_AH0_L_D'], ['K_L_OW1_DH_Z', 'K_L_OW1_Z']]","[1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 2]"
139,"Accept a father's blessing, and with it, this.",AE0|K_S_EH1_P_T AH0 F_AA1|DH_ER0_Z B_L_EH1|S_IH0_NG AH0_N_D W_IH1_DH IH1_T DH_IH1_S,a|ksept uh fo|thuhrz ble|sing uhnd with it this,Ac|cept a fa|ther's bless|ing and with it this,[],[],"['dataset', '1 vowel = 1 syl', 'SonoriPy', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['AE0|K_S_EH1_P_T', 'AH0|K_S_EH1_P_T'], ['AH0', 'EY1'], ['F_AA1|DH_ER0_Z'], ['B_L_EH1|S_IH0_NG'], ['AH0_N_D', 'AE1_N_D'], ['W_IH1_DH', 'W_IH1_TH', 'W_IH0_TH', 'W_IH0_DH'], ['IH1_T', 'IH0_T'], ['DH_IH1_S', 'DH_IH0_S']]","[2, 2, 1, 1, 2, 4, 2, 2]"
140,It seems like a strange pointing of the hand of God.,IH1_T S_IY1_M_Z L_AY1_K AH0 S_T_R_EY1_N_JH P_OY1_N|T_IH0_NG AH1_V DH_AH0 HH_AE1_N_D AH1_V G_AA1_D,it seemz layk uh streyndj poyn|ting uhv thuh hand uhv god,It seems like a strange point|ing of the hand of God,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['IH1_T', 'IH0_T'], ['S_IY1_M_Z'], ['L_AY1_K'], ['AH0', 'EY1'], ['S_T_R_EY1_N_JH'], ['P_OY1_N|T_IH0_NG'], ['AH1_V'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['HH_AE1_N_D'], ['AH1_V'], ['G_AA1_D']]","[2, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1]"
141,"Such things had occurred before, he told Philip.",S_AH1_CH TH_IH1_NG_Z HH_AE1_D AH0|K_ER1_D B_IH0|F_AO1_R HH_IY1 T_OW1_L_D F_IH1|L_AH0_P,suhch thingz had uh|kuhrd bi|fawr hee towld fi|luhp,Such things had oc|curred be|fore he told Phil|ip,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['S_AH1_CH'], ['TH_IH1_NG_Z'], ['HH_AE1_D'], ['AH0|K_ER1_D'], ['B_IH0|F_AO1_R', 'B_IY2|F_AO1_R'], ['HH_IY1'], ['T_OW1_L_D'], ['F_IH1|L_AH0_P', 'F_IH1|L_IH0_P']]","[1, 1, 1, 1, 2, 1, 1, 2]"
142,"Ah, I had forgotten, he exclaimed.",AA1 AY1 HH_AE1_D F_ER0|G_AA1|T_AH0_N HH_IY1 IH0_K_S|K_L_EY1_M_D,o ay had fuhr|go|tuhn hee iks|kleymd,Ah I had for|got|ten he ex|claimed,[],[],"['1 vowel = 1 syl', 'acronym', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'SonoriPy']","[['AA1'], ['AY1'], ['HH_AE1_D'], ['F_ER0|G_AA1|T_AH0_N', 'F_AO0_R|G_AA1|T_AH0_N'], ['HH_IY1'], ['IH0_K_S|K_L_EY1_M_D']]","[1, 1, 1, 2, 1, 1]"
143,But there was something even more startling than this resemblance.,B_AH1_T DH_EH1_R W_AA1_Z S_AH1_M|TH_IH0_NG IY1|V_IH0_N M_AO1_R S_T_AA1_R|T_L_IH0_NG DH_AE1_N DH_IH1_S R_IH0|Z_EH1_M|B_L_AH0_N_S,buht ther woz suhm|thing ee|vin mawr stor|tling than this ri|zem|bluhns,But there was some|thing e|ven more star|tl|ing than this re|sem|blance,[6],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['B_AH1_T'], ['DH_EH1_R'], ['W_AA1_Z', 'W_AH0_Z'], ['S_AH1_M|TH_IH0_NG'], ['IY1|V_IH0_N'], ['M_AO1_R'], ['S_T_AA1_R|T_L_IH0_NG'], ['DH_AE1_N', 'DH_AH0_N'], ['DH_IH1_S', 'DH_IH0_S'], ['R_IH0|Z_EH1_M|B_L_AH0_N_S', 'R_IY0|Z_EH1_M|B_L_AH0_N_S']]","[1, 1, 2, 1, 1, 1, 1, 2, 2, 2]"
144,"I have to be careful of them, as they tear very easily.",AY1 HH_AE1_V T_UW1 B_IY1 K_EH1_R|F_AH0_L AH1_V DH_EH1_M AE1_Z DH_EY1 T_EH1_R V_EH1|R_IY0 IY1|Z_AH0|L_IY0,ay hav too bee ker|fuhl uhv them az they ter ve|ree ee|zuh|lee,I have to be care|ful of them as they tear ver|y eas|i|ly,[],[],"['acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset']","[['AY1'], ['HH_AE1_V'], ['T_UW1', 'T_IH0', 'T_AH0'], ['B_IY1', 'B_IY0'], ['K_EH1_R|F_AH0_L'], ['AH1_V'], ['DH_EH1_M', 'DH_AH0_M'], ['AE1_Z', 'EH1_Z'], ['DH_EY1'], ['T_EH1_R', 'T_IH1_R'], ['V_EH1|R_IY0'], ['IY1|Z_AH0|L_IY0']]","[1, 1, 3, 2, 1, 1, 2, 2, 1, 2, 1, 1]"
145,"Of course, that is uninteresting, she continued.",AH1_V K_AO1_R_S DH_AE1_T IH1_Z AH0|N_IH1_N|T_R_AH0_S|T_IH0_NG SH_IY1 K_AH0_N|T_IH1_N|Y_UW0_D,uhv kawrs that iz uh|nin|truhs|ting shee kuhn|tin|yood,Of course that is un|in|ter|est|ing she con|tin|ued,[4],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['AH1_V'], ['K_AO1_R_S'], ['DH_AE1_T', 'DH_AH0_T'], ['IH1_Z', 'IH0_Z'], ['AH0|N_IH1_N|T_R_AH0_S|T_IH0_NG'], ['SH_IY1'], ['K_AH0_N|T_IH1_N|Y_UW0_D']]","[1, 1, 2, 2, 1, 1, 1]"
