,text,phonetics,segmented_text,n_syl_mismatches,n_stress_inconsistencies,used_method_for_syl_text,phonetics_alt,n_alternatives
186,Ahead of them they saw a glimmer of sunshine.,ə0|h_ɛ1_d ɒ0_v d̪_ɛ0_m d̪_ej0 s_ɒː1 ej1 ɟ_ʎ_ɪ1|m_ə0 ɒ0_v s_ɐ1_n|ʃ_aj0_n,A|head of them they saw a glim|mer of sun|shine,[],[],"['dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['ə0|h_ɛ1_d'], ['ɒ0_v', 'ə0', 'ə0_v'], ['d̪_ɛ0_m', 'm̩0', 'ð_ɛ0_m', 'ɛ0_m'], ['d̪_ej0', 'ð_ej0'], ['s_ɒː1'], ['ej1'], ['ɟ_ʎ_ɪ1|m_ə0'], ['ɒ0_v', 'ə0', 'ə0_v'], ['s_ɐ1_n|ʃ_aj0_n']]","[1, 3, 4, 2, 1, 1, 1, 3, 1]"
187,Two gigantic owls were tearing at the carcass.,tʃ_ʉː1 dʒ_aj0|ɡ_æ1_n|t_ɪ0_k æ1_w_ɫ_z w_ə0 tʰ_ɛː1|ɹ_ɪ0_ŋ æ0_t d̪_iː0 kʰ_ɑː1|k_ə0_s,Two gi|gan|tic owls were tear|ing at the car|cass,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['tʃ_ʉː1', 'tʰ_ʉː1'], ['dʒ_aj0|ɡ_æ1_n|t_ɪ0_k'], ['æ1_w_ɫ_z'], ['w_ə0', 'w_ɛː0', 'w_ɜː0'], ['tʰ_ɛː1|ɹ_ɪ0_ŋ', 'tʰ_ɪ1|ɹ_ɪ0_ŋ'], ['æ0_t', 'æ0_ʔ'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['kʰ_ɑː1|k_ə0_s']]","[2, 1, 1, 3, 2, 2, 12, 1]"
188,"The big-eyed, clucking moose-birds were most annoying.",d̪_iː0 b_ɪ1_ɡ-aj1_d k_l_ɐ1|c_ɪ0_ŋ m_ʉː1_s-b_ɜː1_d_z w_ə0 m_əw1_s_t ə0|n_ɔj1|ɪ0_ŋ,The big-eyed clu|cking moose-birds were most an|noy|ing,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl-1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl-1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['b_ɪ1_ɡ-aj1_d'], ['k_l_ɐ1|c_ɪ0_ŋ'], ['m_ʉː1_s-b_ɜː1_d_z'], ['w_ə0', 'w_ɛː0', 'w_ɜː0'], ['m_əw1_s_t'], ['ə0|n_ɔj1|ɪ0_ŋ']]","[12, 1, 1, 1, 3, 1, 1]"
189,Next to them the Canada jays were most persistent.,n_ɛ1_k_s_t t_ə0 d̪_ɛ0_m d̪_iː0 cʰ_æ1|n_ə0|d_ə0 dʒ_ej1_z w_ə0 m_əw1_s_t pʰ_ə0|s_ɪ1_s|t_ə0_n_t,Next to them the Can|a|da jays were most per|sist|ent,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['n_ɛ1_k_s_t'], ['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['d̪_ɛ0_m', 'm̩0', 'ð_ɛ0_m', 'ɛ0_m'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['cʰ_æ1|n_ə0|d_ə0'], ['dʒ_ej1_z'], ['w_ə0', 'w_ɛː0', 'w_ɜː0'], ['m_əw1_s_t'], ['pʰ_ə0|s_ɪ1_s|t_ə0_n_t']]","[1, 3, 4, 12, 1, 1, 3, 1, 1]"
190,For a time the exciting thrill of his adventure was gone.,f_ɒː0 ej1 tʰ_aj1_m d̪_iː0 ɪ0|k_s_aj1|t_ɪ0_ŋ θ_ɹ_ɪ1_ɫ ɒ0_v ç_ɪ1_z ə0|d_v_ɛ1_n|tʃ_ə0 w_ɐ0_z ɡ_ɒ1_n,For a time the ex|cit|ing thrill of his ad|ven|ture was gone,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['f_ɒː0', 'f_ə0'], ['ej1'], ['tʰ_aj1_m'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['ɪ0|k_s_aj1|t_ɪ0_ŋ'], ['θ_ɹ_ɪ1_ɫ'], ['ɒ0_v', 'ə0', 'ə0_v'], ['ç_ɪ1_z'], ['ə0|d_v_ɛ1_n|tʃ_ə0'], ['w_ɐ0_z', 'w_ɒ0_z', 'w_ə0_z'], ['ɡ_ɒ1_n', 'ɡ_ɒː1_n']]","[2, 1, 1, 12, 1, 1, 3, 1, 1, 3, 2]"
191,He did not rush in.,i0 d_ɪ1_d n_ɑ1_t ɹ_ɐ1_ʃ ɪ1_n,He did not rush in,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['i0', 'ç_i0', 'ç_iː0'], ['d_ɪ1_d'], ['n_ɑ1_t', 'n_ɑ1_ʔ', 'n_ɒ1_t', 'n_ɒ1_ʔ'], ['ɹ_ɐ1_ʃ'], ['ɪ1_n', 'ʔ_ɪ1_n']]","[3, 1, 4, 1, 2]"
192,It was edged with ice.,ɪ0_t w_ɐ0_z ɛ1_dʒ_d w_ɪ0_ð aj1_s,It was edged with ice,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['ɪ0_t', 'ɪ0_ʔ'], ['w_ɐ0_z', 'w_ɒ0_z', 'w_ə0_z'], ['ɛ1_dʒ_d'], ['w_ɪ0|i0', 'w_ɪ0_ð', 'w_ɪ0_θ'], ['aj1_s']]","[2, 3, 1, 3, 1]"
193,He drank of the water cautiously.,i0 d_ɹ_æ1_ŋ_k ɒ0_v d̪_iː0 w_ɒː1|t_ə0 kʰ_ɒː1|ʃ_ə0|s_ʎ_i0,He drank of the wa|ter cau|tious|ly,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset']","[['i0', 'ç_i0', 'ç_iː0'], ['d_ɹ_æ1_ŋ_k'], ['ɒ0_v', 'ə0', 'ə0_v'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['w_ɒː1|t_ə0', 'w_ɒː1|ʔ_ə0'], ['kʰ_ɒː1|ʃ_ə0|s_ʎ_i0']]","[3, 1, 3, 12, 2, 1]"
194,But a strange thing happened.,b_ɐ0_t ej1 s_t_ɹ_ej1_n_dʒ f_ɪ1_n h_æ1|p_n̩0_d,But a strange thing ha|ppened,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy']","[['b_ɐ0_t', 'b_ɐ0_ʔ'], ['ej1'], ['s_t_ɹ_ej1_n_dʒ', 's_tʃ_ɹ_ej1_n_dʒ'], ['f_ɪ1_n', 'f_ɪ1_ŋ', 't̪_ɪ1_ŋ', 'θ_ɪ1_n', 'θ_ɪ1_ŋ'], ['h_æ1|p_n̩0_d']]","[2, 1, 2, 5, 1]"
195,He began to follow the footprints of the dog.,i0 b_ɪ0|ɡ_æ1_n t_ə0 f_ɒ1|l_əw0 d̪_iː0 f_ʊ1_t|p_ɹ_ɪ0_n_t_s ɒ0_v d̪_iː0 d_ɒ1_ɡ,He be|gan to fol|low the foot|prints of the dog,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['i0', 'ç_i0', 'ç_iː0'], ['b_ɪ0|ɡ_æ1_n'], ['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['f_ɒ1|l_əw0'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['f_ʊ1_t|p_ɹ_ɪ0_n_t_s'], ['ɒ0_v', 'ə0', 'ə0_v'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['d_ɒ1_ɡ']]","[3, 1, 3, 1, 12, 1, 3, 12, 1]"
196,"Such a dog the wise driver kills, or turns loose.",s_ɐ1_tʃ ej1 d_ɒ1_ɡ d̪_iː0 w_aj1_z d_ɹ_aj1|v_ə0 cʰ_ɪ1_ɫ_z ɒː0 tʰ_ɜː1_n_z l_ʉː1_s,Such a dog the wise driv|er kills or turns loose,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['s_ɐ1_tʃ'], ['ej1'], ['d_ɒ1_ɡ'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['w_aj1_z'], ['d_ɹ_aj1|v_ə0'], ['cʰ_ɪ1_ɫ_z'], ['ɒː0', 'ʔ_ɒː0'], ['tʰ_ɜː1_n_z'], ['l_ʉː1_s']]","[1, 1, 1, 12, 1, 1, 1, 2, 1, 1]"
197,Sometimes her dreams were filled with visions.,s_ɐ1_m|tʰ_aj0_m_z h_ɜː0 d_ɹ_iː1_m_z w_ə0 f_ɪ1_ɫ_d w_ɪ0_ð v_ɪ1|ʒ_ə0_n_z,Some|times her dreams were filled with vi|sions,[],[],"['dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy']","[['s_ɐ1_m|tʰ_aj0_m_z'], ['h_ɜː0', 'ə0'], ['d_ɹ_iː1_m_z'], ['w_ə0', 'w_ɛː0', 'w_ɜː0'], ['f_ɪ1_ɫ_d'], ['w_ɪ0|i0', 'w_ɪ0_ð', 'w_ɪ0_θ'], ['v_ɪ1|ʒ_ə0_n_z']]","[1, 2, 1, 3, 1, 3, 1]"
198,Thus had the raw wilderness prepared him for this day.,ð_ɐ1_s h_æ0_d d̪_iː0 ɹ_ɒː1 w_ɪ1_ɫ|d_ə0|ɲ_ɪ0_s p_ɹ_ɪ0|pʰ_ɛː1_d m̩0 f_ɒː0 d̪_ɪ1_s d_ej1,Thus had the raw wil|der|ness pre|pared him for this day,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['ð_ɐ1_s'], ['h_æ0_d'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['ɹ_ɒː1'], ['w_ɪ1_ɫ|d_ə0|ɲ_ɪ0_s'], ['p_ɹ_ɪ0|pʰ_ɛː1_d'], ['m̩0', 'ç_ɪ0_m'], ['f_ɒː0', 'f_ə0'], ['d̪_ɪ1_s', 'ð_ɪ1_s'], ['d_ej1']]","[1, 1, 12, 1, 1, 1, 2, 2, 2, 1]"
199,"He leapt again, and the club caught him once more.",i0 l_ɛ1_p_t ə0|ɟ_ej1_n n̩0 d̪_iː0 k_l_ɐ1_b kʰ_ɒː1_t m̩0 w_ɐ1_n_t_s m_ɒː1,He leapt a|gain and the club caught him once more,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['i0', 'ç_i0', 'ç_iː0'], ['l_ɛ1_p_t'], ['ə0|ɟ_ej1_n', 'ə0|ɟ_ɛ1_n'], ['n̩0', 'n̩0_d', 'æ0_n_d', 'ɛ0_n', 'ʔ_æ0_n_d', 'ʔ_ɛ0_n'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['k_l_ɐ1_b'], ['kʰ_ɒː1_t', 'kʰ_ɒː1_ʔ'], ['m̩0', 'ç_ɪ0_m'], ['w_ɐ1_n_t_s', 'w_ɒ1_n_t_s'], ['m_ɒː1']]","[3, 1, 2, 6, 12, 1, 2, 2, 2, 1]"
200,"He cried, and swung the club wildly.",i0 k_ɹ_aj1_d n̩0 s_w_ɐ1_ŋ d̪_iː0 k_l_ɐ1_b w_aj1_ɫ|dʲ_ʎ_i0,He cried and swung the club wild|ly,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['i0', 'ç_i0', 'ç_iː0'], ['k_ɹ_aj1_d'], ['n̩0', 'n̩0_d', 'æ0_n_d', 'ɛ0_n', 'ʔ_æ0_n_d', 'ʔ_ɛ0_n'], ['s_w_ɐ1_ŋ'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['k_l_ɐ1_b'], ['w_aj1_ɫ|dʲ_ʎ_i0']]","[3, 1, 6, 1, 12, 1, 1]"
201,"She turned, fearing that Jacques might see what was in her face.",ʃ_iː0 tʰ_ɜː1_n_d f_ɛː1|ɹ_ɪ0_ŋ d̪_æ1_t dʒ_æ1_k m_aj1_t s_iː1 w_ɒ0_t w_ɐ0_z ɪ1_n h_ɜː0 f_ej1_s,She turned fea|ring that Jacques might see what was in her face,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['ʃ_iː0'], ['tʰ_ɜː1_n_d'], ['f_ɛː1|ɹ_ɪ0_ŋ'], ['d̪_æ1_t', 'd̪_æ1_ʔ', 'ð_æ1_t', 'ð_æ1_ʔ'], ['dʒ_æ1_k', 'ʒ_ɑː1_k'], ['m_aj1_t', 'm_aj1_ʔ'], ['s_iː1'], ['w_ɒ0_t', 'w_ɒ0_ʔ'], ['w_ɐ0_z', 'w_ɒ0_z', 'w_ə0_z'], ['ɪ1_n', 'ʔ_ɪ1_n'], ['h_ɜː0', 'ə0'], ['f_ej1_s']]","[1, 1, 1, 4, 2, 2, 1, 2, 3, 2, 2, 1]"
202,They were following the shore of a lake.,d̪_ej0 w_ə0 f_ɒ1|l_əw0|ɪ0_ŋ d̪_iː0 ʃ_ɒː1 ɒ0_v ej1 l_ej1_k,They were fol|low|ing the shore of a lake,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['d̪_ej0', 'ð_ej0'], ['w_ə0', 'w_ɛː0', 'w_ɜː0'], ['f_ɒ1|l_əw0|ɪ0_ŋ'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['ʃ_ɒː1'], ['ɒ0_v', 'ə0', 'ə0_v'], ['ej1'], ['l_ej1_k']]","[2, 3, 1, 12, 1, 3, 1, 1]"
203,The wolf-dog thrust his gaunt muzzle toward him.,d̪_iː0 w_ʊ1_ɫ_f-d_ɒ1_ɡ θ_ɹ_ɐ1_s_t ç_ɪ1_z ɡ_ɒː1_n_t m_ɐ1|z_ɫ̩0 tʰ_ə0|w_ɒː1_d m̩0,The wolf-dog thrust his gaunt muz|zle to|ward him,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl-1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl']","[['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['w_ʊ1_ɫ_f-d_ɒ1_ɡ'], ['θ_ɹ_ɐ1_s_t'], ['ç_ɪ1_z'], ['ɡ_ɒː1_n_t'], ['m_ɐ1|z_ɫ̩0'], ['tʰ_ə0|w_ɒː1_d'], ['m̩0', 'ç_ɪ0_m']]","[12, 1, 1, 1, 1, 1, 1, 2]"
204,From now on we're pals.,f_ɹ_m̩0 n_aw1 ɑ1_n w_ɪ0_ə pʰ_æ1_ɫ_z,From now on we're pals,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['f_ɹ_m̩0', 'f_ɹ_ɒ0_m'], ['n_aw1'], ['ɑ1_n', 'ɒ1_n'], ['w_ɪ0_ə', 'w_ɪ0|ə0'], ['pʰ_æ1_ɫ_z']]","[2, 1, 2, 2, 1]"
205,He says he bought him of Jacques Le Beau.,i0 s_ej1_z i0 b_ɒː1_t m̩0 ɒ0_v dʒ_æ1_k l_ə0 b_əw1,He says he bought him of Jacques Le Beau,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['i0', 'ç_i0', 'ç_iː0'], ['s_ej1_z'], ['i0', 'ç_i0', 'ç_iː0'], ['b_ɒː1_t', 'b_ɒː1_ʔ'], ['m̩0', 'ç_ɪ0_m'], ['ɒ0_v', 'ə0', 'ə0_v'], ['dʒ_æ1_k', 'ʒ_ɑː1_k'], ['l_ə0'], ['b_əw1']]","[3, 1, 3, 2, 2, 3, 2, 1, 1]"
206,How much was it.,h_aw1 m_ɐ1_tʃ w_ɐ0_z ɪ0_t,How much was it,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['h_aw1'], ['m_ɐ1_tʃ'], ['w_ɐ0_z', 'w_ɒ0_z', 'w_ə0_z'], ['ɪ0_t', 'ɪ0_ʔ']]","[1, 1, 3, 2]"
207,"Youth had come back to her, freed from the yoke of oppression.",j_ʉː1_θ h_æ0_d kʰ_ɐ1_m b_æ1_k t_ə0 h_ɜː0 f_ɹ_iː1_d f_ɹ_m̩0 d̪_iː0 j_əw1_k ɒ0_v ə0|p_ɹ_ɛ1|ʃ_ə0_n,Youth had come back to her freed from the yoke of op|pres|sion,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['j_ʉː1_θ'], ['h_æ0_d'], ['kʰ_ɐ1_m'], ['b_æ1_k'], ['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['h_ɜː0', 'ə0'], ['f_ɹ_iː1_d'], ['f_ɹ_m̩0', 'f_ɹ_ɒ0_m'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['j_əw1_k'], ['ɒ0_v', 'ə0', 'ə0_v'], ['ə0|p_ɹ_ɛ1|ʃ_ə0_n']]","[1, 1, 1, 1, 3, 2, 1, 2, 12, 1, 3, 1]"
208,"It was not a large lake, and almost round.",ɪ0_t w_ɐ0_z n_ɑ1_t ej1 l_ɑː1_dʒ l_ej1_k n̩0 ɒː1_ɫ|m_əw0_s_t ɹ_aw1_n_d,It was not a large lake and al|most round,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['ɪ0_t', 'ɪ0_ʔ'], ['w_ɐ0_z', 'w_ɒ0_z', 'w_ə0_z'], ['n_ɑ1_t', 'n_ɑ1_ʔ', 'n_ɒ1_t', 'n_ɒ1_ʔ'], ['ej1'], ['l_ɑː1_dʒ'], ['l_ej1_k'], ['n̩0', 'n̩0_d', 'æ0_n_d', 'ɛ0_n', 'ʔ_æ0_n_d', 'ʔ_ɛ0_n'], ['ɒː1_ɫ|m_əw0_s_t'], ['ɹ_aw1_n_d']]","[2, 3, 4, 1, 1, 1, 6, 1, 1]"
209,Its diameter was not more than two hundred yards.,ɪ0_t_s d_aj0|æ1|m_ɪ0|t_ə0 w_ɐ0_z n_ɑ1_t m_ɒː1 d̪_æ0_n tʃ_ʉː1 h_ɐ1_n|d_ɹ_ə0_d j_ɑː1_d_z,Its di|am|e|ter was not more than two hun|dred yards,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['ɪ0_t_s'], ['d_aj0|æ1|m_ɪ0|t_ə0', 'd_aj0|æ1|m_ɪ0|ʔ_ə0'], ['w_ɐ0_z', 'w_ɒ0_z', 'w_ə0_z'], ['n_ɑ1_t', 'n_ɑ1_ʔ', 'n_ɒ1_t', 'n_ɒ1_ʔ'], ['m_ɒː1'], ['d̪_æ0_n', 'ð_æ0_n'], ['tʃ_ʉː1', 'tʰ_ʉː1'], ['h_ɐ1_n|d_ɹ_ə0_d', 'h_ɐ1_n|d_ɹ_ɪ0_d'], ['j_ɑː1_d_z']]","[1, 2, 3, 4, 1, 2, 2, 2, 1]"
210,It drowned all sound that brute agony and death may have made.,ɪ0_t d_ɹ_aw1_n_d ɒː1_ɫ s_aw1_n_d d̪_æ1_t b_ɹ_ʉː1_t æ1|ɡ_ə0|ɲ_i0 n̩0 d_ɛ1_θ m_ej1 h_æ1_v m_ej1_d,It drowned all sound that brute ag|o|ny and death may have made,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['ɪ0_t', 'ɪ0_ʔ'], ['d_ɹ_aw1_n_d'], ['ɒː1_ɫ'], ['s_aw1_n_d'], ['d̪_æ1_t', 'd̪_æ1_ʔ', 'ð_æ1_t', 'ð_æ1_ʔ'], ['b_ɹ_ʉː1_t', 'b_ɹ_ʉː1_ʔ'], ['æ1|ɡ_ə0|ɲ_i0'], ['n̩0', 'n̩0_d', 'æ0_n_d', 'ɛ0_n', 'ʔ_æ0_n_d', 'ʔ_ɛ0_n'], ['d_ɛ1_θ'], ['m_ej1'], ['h_æ1_v'], ['m_ej1_d']]","[2, 1, 1, 1, 4, 2, 1, 6, 1, 1, 1, 1]"
211,"Fresh cases, still able to walk, they clustered about the spokesman.",f_ɹ_ɛ1_ʃ cʰ_ej1|s_ɪ0_z s_t_ɪ1_ɫ ej1|b_ɫ̩0 t_ə0 w_ɒː1_k d̪_ej0 k_l_ɐ1_s|t_ə0_d ə0|b_aw1_t d̪_iː0 s_p_əw1|k_s_m_n̩0,Fresh ca|ses still a|ble to walk they clus|tered a|bout the spokes|man,[],[],"['1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', 'dataset']","[['f_ɹ_ɛ1_ʃ'], ['cʰ_ej1|s_ɪ0_z'], ['s_t_ɪ1_ɫ'], ['ej1|b_ɫ̩0'], ['t_ə0', 'tʃ_ʉː0', 'tʰ_ʉː0'], ['w_ɒː1_k'], ['d̪_ej0', 'ð_ej0'], ['k_l_ɐ1_s|t_ə0_d'], ['b_aw_t', 'b_aw_ʔ', 'ə0|b_aw1_t', 'ə0|b_aw1_ʔ'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['s_p_əw1|k_s_m_n̩0']]","[1, 1, 1, 1, 3, 1, 2, 1, 4, 12, 1]"
